,Product_ID,Product_Name,Category,Store_ID,Date,Units_Sold,Units_Stocked,Price_per_Unit,Revenue,Stockout_Flag,Overstock_Flag
37,1,Shampoo,Household,Store_101,2024-02-07,16,16,87.42,1398.72,True,False
38,1,Shampoo,Household,Store_101,2024-02-08,9,82,87.42,786.78,False,True
39,1,Shampoo,Household,Store_101,2024-02-09,35,57,87.42,3059.7,False,True
40,1,Shampoo,Household,Store_101,2024-02-10,32,32,87.42,2797.44,True,False
41,1,Shampoo,Household,Store_101,2024-02-11,37,53,87.42,3234.54,False,True
42,1,Shampoo,Household,Store_101,2024-02-12,24,95,87.42,2098.08,False,True
43,1,Shampoo,Household,Store_101,2024-02-13,35,56,87.42,3059.7,False,True
44,1,Shampoo,Household,Store_101,2024-02-14,29,87,87.42,2535.18,False,True
45,1,Shampoo,Household,Store_101,2024-02-15,23,23,87.42,2010.66,True,False
46,1,Shampoo,Household,Store_101,2024-02-16,0,36,87.42,0.0,False,False
47,1,Shampoo,Household,Store_101,2024-02-17,33,51,87.42,2884.86,False,True
48,1,Shampoo,Household,Store_101,2024-02-18,26,86,87.42,2272.92,False,True
49,1,Shampoo,Household,Store_101,2024-02-19,23,61,87.42,2010.66,False,True
50,1,Shampoo,Household,Store_101,2024-02-20,13,13,87.42,1136.46,True,False
51,1,Shampoo,Household,Store_101,2024-02-21,24,24,87.42,2098.08,True,False
52,1,Shampoo,Household,Store_101,2024-02-22,41,52,87.42,3584.22,False,True
53,1,Shampoo,Household,Store_101,2024-02-23,33,37,87.42,2884.86,False,False
54,1,Shampoo,Household,Store_101,2024-02-24,10,75,87.42,874.2,False,True
55,1,Shampoo,Household,Store_101,2024-02-25,15,15,87.42,1311.3,True,False
56,1,Shampoo,Household,Store_101,2024-02-26,19,37,87.42,1660.98,False,False
57,1,Shampoo,Household,Store_101,2024-02-27,30,39,87.42,2622.6,False,True
58,1,Shampoo,Household,Store_101,2024-02-28,38,71,87.42,3321.96,False,True
59,1,Shampoo,Household,Store_101,2024-02-29,26,98,87.42,2272.92,False,True
60,1,Shampoo,Household,Store_101,2024-03-01,22,71,87.42,1923.24,False,True
61,1,Shampoo,Household,Store_101,2024-03-02,21,71,87.42,1835.82,False,True
62,1,Shampoo,Household,Store_101,2024-03-03,0,86,87.42,0.0,False,True
63,1,Shampoo,Household,Store_101,2024-03-04,28,46,87.42,2447.76,False,True
64,1,Shampoo,Household,Store_101,2024-03-05,15,60,87.42,1311.3,False,True
65,1,Shampoo,Household,Store_101,2024-03-06,16,68,87.42,1398.72,False,True
66,1,Shampoo,Household,Store_101,2024-03-07,41,41,87.42,3584.22,True,True
67,1,Shampoo,Household,Store_101,2024-03-08,26,71,87.42,2272.92,False,True
68,1,Shampoo,Household,Store_101,2024-03-09,5,67,87.42,437.1,False,True
69,1,Shampoo,Household,Store_101,2024-03-10,24,65,87.42,2098.08,False,True
70,1,Shampoo,Household,Store_101,2024-03-11,20,90,87.42,1748.4,False,True
71,1,Shampoo,Household,Store_101,2024-03-12,10,10,87.42,874.2,True,False
72,1,Shampoo,Household,Store_101,2024-03-13,28,28,87.42,2447.76,True,False
73,1,Shampoo,Household,Store_101,2024-03-14,44,99,87.42,3846.48,False,True
74,1,Shampoo,Household,Store_101,2024-03-15,41,41,87.42,3584.22,True,True
75,1,Shampoo,Household,Store_101,2024-03-16,37,64,87.42,3234.54,False,True
76,1,Shampoo,Household,Store_101,2024-03-17,11,84,87.42,961.62,False,True
77,1,Shampoo,Household,Store_101,2024-03-18,18,47,87.42,1573.56,False,True
78,1,Shampoo,Household,Store_101,2024-03-19,28,33,87.42,2447.76,False,False
79,1,Shampoo,Household,Store_101,2024-03-20,24,95,87.42,2098.08,False,True
80,1,Shampoo,Household,Store_101,2024-03-21,20,20,87.42,1748.4,True,False
81,1,Shampoo,Household,Store_101,2024-03-22,30,82,87.42,2622.6,False,True
82,1,Shampoo,Household,Store_101,2024-03-23,42,68,87.42,3671.64,False,True
83,1,Shampoo,Household,Store_101,2024-03-24,28,28,87.42,2447.76,True,False
84,1,Shampoo,Household,Store_101,2024-03-25,9,99,87.42,786.78,False,True
85,1,Shampoo,Household,Store_101,2024-03-26,25,80,87.42,2185.5,False,True
86,1,Shampoo,Household,Store_101,2024-03-27,23,61,87.42,2010.66,False,True
87,1,Shampoo,Household,Store_101,2024-03-28,31,48,87.42,2710.02,False,True
88,1,Shampoo,Household,Store_101,2024-03-29,29,91,87.42,2535.18,False,True
89,1,Shampoo,Household,Store_101,2024-03-30,34,66,87.42,2972.28,False,True
90,1,Shampoo,Household,Store_101,2024-03-31,27,98,87.42,2360.34,False,True
91,1,Shampoo,Household,Store_101,2024-04-01,10,51,87.42,874.2,False,True
92,1,Shampoo,Household,Store_101,2024-04-02,16,16,87.42,1398.72,True,False
93,1,Shampoo,Household,Store_101,2024-04-03,30,69,87.42,2622.6,False,True
94,1,Shampoo,Household,Store_101,2024-04-04,11,11,87.42,961.62,True,False
95,1,Shampoo,Household,Store_101,2024-04-05,18,18,87.42,1573.56,True,False
96,1,Shampoo,Household,Store_101,2024-04-06,28,28,87.42,2447.76,True,False
97,1,Shampoo,Household,Store_101,2024-04-07,27,33,87.42,2360.34,False,False
98,1,Shampoo,Household,Store_101,2024-04-08,31,63,87.42,2710.02,False,True
99,1,Shampoo,Household,Store_101,2024-04-09,37,84,87.42,3234.54,False,True
100,1,Shampoo,Household,Store_101,2024-04-10,31,81,87.42,2710.02,False,True
101,1,Shampoo,Household,Store_101,2024-04-11,36,98,87.42,3147.12,False,True
102,1,Shampoo,Household,Store_101,2024-04-12,34,34,87.42,2972.28,True,False
103,1,Shampoo,Household,Store_101,2024-04-13,29,89,87.42,2535.18,False,True
104,1,Shampoo,Household,Store_101,2024-04-14,32,70,87.42,2797.44,False,True
105,1,Shampoo,Household,Store_101,2024-04-15,15,42,87.42,1311.3,False,True
106,1,Shampoo,Household,Store_101,2024-04-16,23,23,87.42,2010.66,True,False
107,1,Shampoo,Household,Store_101,2024-04-17,16,17,87.42,1398.72,False,False
108,1,Shampoo,Household,Store_101,2024-04-18,15,16,87.42,1311.3,False,False
109,1,Shampoo,Household,Store_101,2024-04-19,36,57,87.42,3147.12,False,True
110,1,Shampoo,Household,Store_101,2024-04-20,47,85,87.42,4108.74,False,True
111,1,Shampoo,Household,Store_101,2024-04-21,26,31,87.42,2272.92,False,False
112,1,Shampoo,Household,Store_101,2024-04-22,24,39,87.42,2098.08,False,True
113,1,Shampoo,Household,Store_101,2024-04-23,28,63,87.42,2447.76,False,True
114,1,Shampoo,Household,Store_101,2024-04-24,17,17,87.42,1486.14,True,False
115,1,Shampoo,Household,Store_101,2024-04-25,30,39,87.42,2622.6,False,True
116,1,Shampoo,Household,Store_101,2024-04-26,33,37,87.42,2884.86,False,False
117,1,Shampoo,Household,Store_101,2024-04-27,28,70,87.42,2447.76,False,True
118,1,Shampoo,Household,Store_101,2024-04-28,14,57,87.42,1223.88,False,True
119,1,Shampoo,Household,Store_101,2024-04-29,29,39,87.42,2535.18,False,True
120,1,Shampoo,Household,Store_101,2024-04-30,22,55,87.42,1923.24,False,True
121,1,Shampoo,Household,Store_101,2024-05-01,32,46,87.42,2797.44,False,True
122,1,Shampoo,Household,Store_101,2024-05-02,31,33,87.42,2710.02,False,False
123,1,Shampoo,Household,Store_101,2024-05-03,5,69,87.42,437.1,False,True
124,1,Shampoo,Household,Store_101,2024-05-04,15,72,87.42,1311.3,False,True
125,1,Shampoo,Household,Store_101,2024-05-05,19,42,87.42,1660.98,False,True
126,1,Shampoo,Household,Store_101,2024-05-06,27,76,87.42,2360.34,False,True
127,1,Shampoo,Household,Store_101,2024-05-07,12,63,87.42,1049.04,False,True
128,1,Shampoo,Household,Store_101,2024-05-08,31,67,87.42,2710.02,False,True
129,1,Shampoo,Household,Store_101,2024-05-09,14,32,87.42,1223.88,False,False
130,1,Shampoo,Household,Store_101,2024-05-10,16,75,87.42,1398.72,False,True
131,1,Shampoo,Household,Store_101,2024-05-11,14,99,87.42,1223.88,False,True
132,1,Shampoo,Household,Store_101,2024-05-12,26,26,87.42,2272.92,True,False
133,1,Shampoo,Household,Store_101,2024-05-13,42,51,87.42,3671.64,False,True
134,1,Shampoo,Household,Store_101,2024-05-14,28,35,87.42,2447.76,False,False
135,1,Shampoo,Household,Store_101,2024-05-15,22,22,87.42,1923.24,True,False
136,1,Shampoo,Household,Store_101,2024-05-16,30,69,87.42,2622.6,False,True
137,1,Shampoo,Household,Store_101,2024-05-17,54,54,87.42,4720.68,True,True
138,1,Shampoo,Household,Store_101,2024-05-18,29,29,87.42,2535.18,True,False
139,1,Shampoo,Household,Store_101,2024-05-19,25,25,87.42,2185.5,True,False
140,1,Shampoo,Household,Store_101,2024-05-20,21,23,87.42,1835.82,False,False
141,1,Shampoo,Household,Store_101,2024-05-21,32,75,87.42,2797.44,False,True
142,1,Shampoo,Household,Store_101,2024-05-22,20,41,87.42,1748.4,False,True
143,1,Shampoo,Household,Store_101,2024-05-23,25,34,87.42,2185.5,False,False
144,1,Shampoo,Household,Store_101,2024-05-24,7,67,87.42,611.94,False,True
145,1,Shampoo,Household,Store_101,2024-05-25,28,67,87.42,2447.76,False,True
146,1,Shampoo,Household,Store_101,2024-05-26,20,67,87.42,1748.4,False,True
147,1,Shampoo,Household,Store_101,2024-05-27,35,69,87.42,3059.7,False,True
148,1,Shampoo,Household,Store_101,2024-05-28,17,17,87.42,1486.14,True,False
149,1,Shampoo,Household,Store_101,2024-05-29,14,14,87.42,1223.88,True,False
150,1,Shampoo,Household,Store_101,2024-05-30,21,77,87.42,1835.82,False,True
151,1,Shampoo,Household,Store_101,2024-05-31,29,56,87.42,2535.18,False,True
152,1,Shampoo,Household,Store_101,2024-06-01,23,64,87.42,2010.66,False,True
153,1,Shampoo,Household,Store_101,2024-06-02,20,28,87.42,1748.4,False,False
154,1,Shampoo,Household,Store_101,2024-06-03,17,67,87.42,1486.14,False,True
155,1,Shampoo,Household,Store_101,2024-06-04,41,67,87.42,3584.22,False,True
156,1,Shampoo,Household,Store_101,2024-06-05,9,10,87.42,786.78,False,False
157,1,Shampoo,Household,Store_101,2024-06-06,21,57,87.42,1835.82,False,True
158,1,Shampoo,Household,Store_101,2024-06-07,12,98,87.42,1049.04,False,True
159,1,Shampoo,Household,Store_101,2024-06-08,25,25,87.42,2185.5,True,False
160,1,Shampoo,Household,Store_101,2024-06-09,28,70,87.42,2447.76,False,True
161,1,Shampoo,Household,Store_101,2024-06-10,31,31,87.42,2710.02,True,False
162,1,Shampoo,Household,Store_101,2024-06-11,17,76,87.42,1486.14,False,True
163,1,Shampoo,Household,Store_101,2024-06-12,12,95,87.42,1049.04,False,True
164,1,Shampoo,Household,Store_101,2024-06-13,18,66,87.42,1573.56,False,True
165,1,Shampoo,Household,Store_101,2024-06-14,22,56,87.42,1923.24,False,True
166,1,Shampoo,Household,Store_101,2024-06-15,22,71,87.42,1923.24,False,True
167,1,Shampoo,Household,Store_101,2024-06-16,43,99,87.42,3759.06,False,True
168,1,Shampoo,Household,Store_101,2024-06-17,0,99,87.42,0.0,False,True
169,1,Shampoo,Household,Store_101,2024-06-18,14,42,87.42,1223.88,False,True
170,1,Shampoo,Household,Store_101,2024-06-19,21,32,87.42,1835.82,False,False
171,1,Shampoo,Household,Store_101,2024-06-20,19,19,87.42,1660.98,True,False
172,1,Shampoo,Household,Store_101,2024-06-21,28,28,87.42,2447.76,True,False
173,1,Shampoo,Household,Store_101,2024-06-22,25,78,87.42,2185.5,False,True
174,1,Shampoo,Household,Store_101,2024-06-23,13,13,87.42,1136.46,True,False
175,1,Shampoo,Household,Store_101,2024-06-24,11,11,87.42,961.62,True,False
176,1,Shampoo,Household,Store_101,2024-06-25,26,41,87.42,2272.92,False,True
177,1,Shampoo,Household,Store_101,2024-06-26,31,59,87.42,2710.02,False,True
178,1,Shampoo,Household,Store_101,2024-06-27,18,44,87.42,1573.56,False,True
179,1,Shampoo,Household,Store_101,2024-06-28,46,60,87.42,4021.32,False,True
180,1,Shampoo,Household,Store_101,2024-06-29,23,52,87.42,2010.66,False,True
181,1,Shampoo,Household,Store_101,2024-06-30,30,42,87.42,2622.6,False,True
182,1,Shampoo,Household,Store_101,2024-07-01,20,49,87.42,1748.4,False,True
183,1,Shampoo,Household,Store_101,2024-07-02,17,17,87.42,1486.14,True,False
184,1,Shampoo,Household,Store_101,2024-07-03,13,35,87.42,1136.46,False,False
185,1,Shampoo,Household,Store_101,2024-07-04,16,16,87.42,1398.72,True,False
186,1,Shampoo,Household,Store_101,2024-07-05,14,77,87.42,1223.88,False,True
187,1,Shampoo,Household,Store_101,2024-07-06,38,84,87.42,3321.96,False,True
188,1,Shampoo,Household,Store_101,2024-07-07,24,38,87.42,2098.08,False,True
189,1,Shampoo,Household,Store_101,2024-07-08,19,45,87.42,1660.98,False,True
190,1,Shampoo,Household,Store_101,2024-07-09,19,19,87.42,1660.98,True,False
191,1,Shampoo,Household,Store_101,2024-07-10,6,58,87.42,524.52,False,True
192,1,Shampoo,Household,Store_101,2024-07-11,37,45,87.42,3234.54,False,True
193,1,Shampoo,Household,Store_101,2024-07-12,19,33,87.42,1660.98,False,False
194,1,Shampoo,Household,Store_101,2024-07-13,32,32,87.42,2797.44,True,False
195,1,Shampoo,Household,Store_101,2024-07-14,20,98,87.42,1748.4,False,True
196,1,Shampoo,Household,Store_101,2024-07-15,25,39,87.42,2185.5,False,True
197,1,Shampoo,Household,Store_101,2024-07-16,34,98,87.42,2972.28,False,True
198,1,Shampoo,Household,Store_101,2024-07-17,19,95,87.42,1660.98,False,True
199,1,Shampoo,Household,Store_101,2024-07-18,21,21,87.42,1835.82,True,False
200,1,Shampoo,Household,Store_101,2024-07-19,28,70,87.42,2447.76,False,True
201,1,Shampoo,Household,Store_101,2024-07-20,23,61,87.42,2010.66,False,True
202,1,Shampoo,Household,Store_101,2024-07-21,16,92,87.42,1398.72,False,True
203,1,Shampoo,Household,Store_101,2024-07-22,24,78,87.42,2098.08,False,True
204,1,Shampoo,Household,Store_101,2024-07-23,21,21,87.42,1835.82,True,False
205,1,Shampoo,Household,Store_101,2024-07-24,13,62,87.42,1136.46,False,True
206,1,Shampoo,Household,Store_101,2024-07-25,21,32,87.42,1835.82,False,False
207,1,Shampoo,Household,Store_101,2024-07-26,27,62,87.42,2360.34,False,True
208,1,Shampoo,Household,Store_101,2024-07-27,43,51,87.42,3759.06,False,True
209,1,Shampoo,Household,Store_101,2024-07-28,29,85,87.42,2535.18,False,True
210,1,Shampoo,Household,Store_101,2024-07-29,18,18,87.42,1573.56,True,False
211,1,Shampoo,Household,Store_101,2024-07-30,16,16,87.42,1398.72,True,False
212,1,Shampoo,Household,Store_101,2024-07-31,20,55,87.42,1748.4,False,True
213,1,Shampoo,Household,Store_101,2024-08-01,27,59,87.42,2360.34,False,True
214,1,Shampoo,Household,Store_101,2024-08-02,20,36,87.42,1748.4,False,False
215,1,Shampoo,Household,Store_101,2024-08-03,27,46,87.42,2360.34,False,True
216,1,Shampoo,Household,Store_101,2024-08-04,36,47,87.42,3147.12,False,True
217,1,Shampoo,Household,Store_101,2024-08-05,20,80,87.42,1748.4,False,True
218,1,Shampoo,Household,Store_101,2024-08-06,7,98,87.42,611.94,False,True
219,1,Shampoo,Household,Store_101,2024-08-07,35,40,87.42,3059.7,False,True
220,1,Shampoo,Household,Store_101,2024-08-08,28,28,87.42,2447.76,True,False
221,1,Shampoo,Household,Store_101,2024-08-09,39,83,87.42,3409.38,False,True
222,1,Shampoo,Household,Store_101,2024-08-10,17,99,87.42,1486.14,False,True
223,1,Shampoo,Household,Store_101,2024-08-11,6,54,87.42,524.52,False,True
224,1,Shampoo,Household,Store_101,2024-08-12,22,22,87.42,1923.24,True,False
225,1,Shampoo,Household,Store_101,2024-08-13,5,29,87.42,437.1,False,False
226,1,Shampoo,Household,Store_101,2024-08-14,28,81,87.42,2447.76,False,True
227,1,Shampoo,Household,Store_101,2024-08-15,10,10,87.42,874.2,True,False
228,1,Shampoo,Household,Store_101,2024-08-16,12,12,87.42,1049.04,True,False
229,1,Shampoo,Household,Store_101,2024-08-17,25,72,87.42,2185.5,False,True
230,1,Shampoo,Household,Store_101,2024-08-18,21,34,87.42,1835.82,False,False
231,1,Shampoo,Household,Store_101,2024-08-19,15,15,87.42,1311.3,True,False
232,1,Shampoo,Household,Store_101,2024-08-20,27,67,87.42,2360.34,False,True
233,1,Shampoo,Household,Store_101,2024-08-21,25,45,87.42,2185.5,False,True
234,1,Shampoo,Household,Store_101,2024-08-22,25,28,87.42,2185.5,False,False
235,1,Shampoo,Household,Store_101,2024-08-23,29,58,87.42,2535.18,False,True
236,1,Shampoo,Household,Store_101,2024-08-24,16,23,87.42,1398.72,False,False
237,1,Shampoo,Household,Store_101,2024-08-25,40,96,87.42,3496.8,False,True
238,1,Shampoo,Household,Store_101,2024-08-26,23,66,87.42,2010.66,False,True
239,1,Shampoo,Household,Store_101,2024-08-27,18,33,87.42,1573.56,False,False
240,1,Shampoo,Household,Store_101,2024-08-28,15,37,87.42,1311.3,False,False
241,1,Shampoo,Household,Store_101,2024-08-29,20,45,87.42,1748.4,False,True
242,1,Shampoo,Household,Store_101,2024-08-30,11,99,87.42,961.62,False,True
243,1,Shampoo,Household,Store_101,2024-08-31,19,37,87.42,1660.98,False,False
244,1,Shampoo,Household,Store_101,2024-09-01,21,50,87.42,1835.82,False,True
245,1,Shampoo,Household,Store_101,2024-09-02,8,72,87.42,699.36,False,True
246,1,Shampoo,Household,Store_101,2024-09-03,18,26,87.42,1573.56,False,False
247,1,Shampoo,Household,Store_101,2024-09-04,8,86,87.42,699.36,False,True
248,1,Shampoo,Household,Store_101,2024-09-05,23,38,87.42,2010.66,False,True
249,1,Shampoo,Household,Store_101,2024-09-06,31,78,87.42,2710.02,False,True
250,1,Shampoo,Household,Store_101,2024-09-07,26,56,87.42,2272.92,False,True
251,1,Shampoo,Household,Store_101,2024-09-08,14,14,87.42,1223.88,True,False
252,1,Shampoo,Household,Store_101,2024-09-09,23,42,87.42,2010.66,False,True
253,1,Shampoo,Household,Store_101,2024-09-10,40,58,87.42,3496.8,False,True
254,1,Shampoo,Household,Store_101,2024-09-11,7,20,87.42,611.94,False,False
255,1,Shampoo,Household,Store_101,2024-09-12,38,95,87.42,3321.96,False,True
256,1,Shampoo,Household,Store_101,2024-09-13,27,68,87.42,2360.34,False,True
257,1,Shampoo,Household,Store_101,2024-09-14,10,10,87.42,874.2,True,False
258,1,Shampoo,Household,Store_101,2024-09-15,25,30,87.42,2185.5,False,False
259,1,Shampoo,Household,Store_101,2024-09-16,25,62,87.42,2185.5,False,True
260,1,Shampoo,Household,Store_101,2024-09-17,18,46,87.42,1573.56,False,True
261,1,Shampoo,Household,Store_101,2024-09-18,38,94,87.42,3321.96,False,True
262,1,Shampoo,Household,Store_101,2024-09-19,18,87,87.42,1573.56,False,True
263,1,Shampoo,Household,Store_101,2024-09-20,17,54,87.42,1486.14,False,True
264,1,Shampoo,Household,Store_101,2024-09-21,28,86,87.42,2447.76,False,True
265,1,Shampoo,Household,Store_101,2024-09-22,22,41,87.42,1923.24,False,True
266,1,Shampoo,Household,Store_101,2024-09-23,16,43,87.42,1398.72,False,True
267,1,Shampoo,Household,Store_101,2024-09-24,21,35,87.42,1835.82,False,False
268,1,Shampoo,Household,Store_101,2024-09-25,37,43,87.42,3234.54,False,True
269,1,Shampoo,Household,Store_101,2024-09-26,24,59,87.42,2098.08,False,True
270,1,Shampoo,Household,Store_101,2024-09-27,19,21,87.42,1660.98,False,False
271,1,Shampoo,Household,Store_101,2024-09-28,32,32,87.42,2797.44,True,False
272,1,Shampoo,Household,Store_101,2024-09-29,30,88,87.42,2622.6,False,True
273,1,Shampoo,Household,Store_101,2024-09-30,37,84,87.42,3234.54,False,True
274,1,Shampoo,Household,Store_101,2024-10-01,27,60,87.42,2360.34,False,True
275,1,Shampoo,Household,Store_101,2024-10-02,33,47,87.42,2884.86,False,True
276,1,Shampoo,Household,Store_101,2024-10-03,7,59,87.42,611.94,False,True
277,1,Shampoo,Household,Store_101,2024-10-04,39,60,87.42,3409.38,False,True
278,1,Shampoo,Household,Store_101,2024-10-05,28,72,87.42,2447.76,False,True
279,1,Shampoo,Household,Store_101,2024-10-06,42,97,87.42,3671.64,False,True
280,1,Shampoo,Household,Store_101,2024-10-07,41,88,87.42,3584.22,False,True
281,1,Shampoo,Household,Store_101,2024-10-08,11,60,87.42,961.62,False,True
282,1,Shampoo,Household,Store_101,2024-10-09,24,90,87.42,2098.08,False,True
283,1,Shampoo,Household,Store_101,2024-10-10,32,93,87.42,2797.44,False,True
284,1,Shampoo,Household,Store_101,2024-10-11,26,97,87.42,2272.92,False,True
285,1,Shampoo,Household,Store_101,2024-10-12,20,75,87.42,1748.4,False,True
286,1,Shampoo,Household,Store_101,2024-10-13,28,86,87.42,2447.76,False,True
287,1,Shampoo,Household,Store_101,2024-10-14,11,84,87.42,961.62,False,True
288,1,Shampoo,Household,Store_101,2024-10-15,28,32,87.42,2447.76,False,False
289,1,Shampoo,Household,Store_101,2024-10-16,13,13,87.42,1136.46,True,False
290,1,Shampoo,Household,Store_101,2024-10-17,34,65,87.42,2972.28,False,True
291,1,Shampoo,Household,Store_101,2024-10-18,22,36,87.42,1923.24,False,False
292,1,Shampoo,Household,Store_101,2024-10-19,20,41,87.42,1748.4,False,True
293,1,Shampoo,Household,Store_101,2024-10-20,20,28,87.42,1748.4,False,False
294,1,Shampoo,Household,Store_101,2024-10-21,19,30,87.42,1660.98,False,False
295,1,Shampoo,Household,Store_101,2024-10-22,17,70,87.42,1486.14,False,True
296,1,Shampoo,Household,Store_101,2024-10-23,10,31,87.42,874.2,False,False
297,1,Shampoo,Household,Store_101,2024-10-24,23,43,87.42,2010.66,False,True
298,1,Shampoo,Household,Store_101,2024-10-25,44,58,87.42,3846.48,False,True
299,1,Shampoo,Household,Store_101,2024-10-26,25,82,87.42,2185.5,False,True
300,1,Shampoo,Household,Store_101,2024-10-27,30,35,87.42,2622.6,False,False
301,1,Shampoo,Household,Store_101,2024-10-28,37,65,87.42,3234.54,False,True
302,1,Shampoo,Household,Store_101,2024-10-29,26,72,87.42,2272.92,False,True
303,1,Shampoo,Household,Store_101,2024-10-30,25,56,87.42,2185.5,False,True
304,1,Shampoo,Household,Store_101,2024-10-31,48,65,87.42,4196.16,False,True
305,1,Shampoo,Household,Store_101,2024-11-01,36,96,87.42,3147.12,False,True
306,1,Shampoo,Household,Store_101,2024-11-02,56,87,87.42,4895.52,False,True
307,1,Shampoo,Household,Store_101,2024-11-03,23,23,87.42,2010.66,True,False
308,1,Shampoo,Household,Store_101,2024-11-04,48,68,87.42,4196.16,False,True
309,1,Shampoo,Household,Store_101,2024-11-05,30,32,87.42,2622.6,False,False
310,1,Shampoo,Household,Store_101,2024-11-06,27,27,87.42,2360.34,True,False
311,1,Shampoo,Household,Store_101,2024-11-07,15,24,87.42,1311.3,False,False
312,1,Shampoo,Household,Store_101,2024-11-08,32,73,87.42,2797.44,False,True
313,1,Shampoo,Household,Store_101,2024-11-09,25,83,87.42,2185.5,False,True
314,1,Shampoo,Household,Store_101,2024-11-10,29,48,87.42,2535.18,False,False
315,1,Shampoo,Household,Store_101,2024-11-11,33,99,87.42,2884.86,False,True
316,1,Shampoo,Household,Store_101,2024-11-12,32,53,87.42,2797.44,False,False
317,1,Shampoo,Household,Store_101,2024-11-13,28,34,87.42,2447.76,False,False
318,1,Shampoo,Household,Store_101,2024-11-14,53,77,87.42,4633.26,False,True
319,1,Shampoo,Household,Store_101,2024-11-15,26,27,87.42,2272.92,False,False
320,1,Shampoo,Household,Store_101,2024-11-16,55,95,87.42,4808.1,False,True
321,1,Shampoo,Household,Store_101,2024-11-17,45,92,87.42,3933.9,False,True
322,1,Shampoo,Household,Store_101,2024-11-18,31,51,87.42,2710.02,False,False
323,1,Shampoo,Household,Store_101,2024-11-19,26,35,87.42,2272.92,False,False
324,1,Shampoo,Household,Store_101,2024-11-20,20,73,87.42,1748.4,False,True
325,1,Shampoo,Household,Store_101,2024-11-21,49,79,87.42,4283.58,False,True
326,1,Shampoo,Household,Store_101,2024-11-22,37,42,87.42,3234.54,False,False
327,1,Shampoo,Household,Store_101,2024-11-23,17,84,87.42,1486.14,False,True
328,1,Shampoo,Household,Store_101,2024-11-24,31,71,87.42,2710.02,False,True
329,1,Shampoo,Household,Store_101,2024-11-25,34,64,87.42,2972.28,False,True
